season,season_type,team_id_home,game_id,game_date,min,fgm_home,fga_home,fg_pct_home,fg3m_home,fg3a_home,fg3_pct_home,ftm_home,fta_home,ft_pct_home,oreb_home,dreb_home,reb_home,ast_home,stl_home,blk_home,tov_home,pf_home,pts_home,team_id_away,fgm_away,fga_away,fg_pct_away,fg3m_away,fg3a_away,fg3_pct_away,ftm_away,fta_away,ft_pct_away,oreb_away,dreb_away,reb_away,ast_away,stl_away,blk_away,tov_away,pf_away,pts_away
2022-2023,Regular Season,1610612766,22201005,2023-03-11,240,40,98,0.408,17,40,0.425,14,15,0.933,11,32,43,24,5,14,7,15,111,1610612762,46,103,0.447,9,32,0.281,18,20,0.9,20,40,60,22,4,4,11,17,119
2022-2023,Regular Season,1610612753,22201007,2023-03-11,265,48,99,0.485,13,37,0.351,17,20,0.85,15,39,54,34,10,10,19,20,126,1610612748,42,94,0.447,11,37,0.297,19,20,0.95,5,30,35,19,8,2,17,17,114
2022-2023,Regular Season,1610612737,22201008,2023-03-11,240,50,100,0.5,10,34,0.294,15,16,0.938,13,35,48,24,4,4,10,17,125,1610612738,52,95,0.547,20,42,0.476,10,12,0.833,5,35,40,35,6,6,9,21,134
2022-2023,Regular Season,1610612763,22201010,2023-03-11,240,41,86,0.477,10,38,0.263,20,24,0.833,11,34,45,25,7,5,11,16,112,1610612742,39,85,0.459,15,43,0.349,15,23,0.652,10,33,43,25,4,3,11,17,108
2022-2023,Regular Season,1610612745,22201009,2023-03-11,240,41,85,0.482,16,34,0.471,13,17,0.765,6,27,33,28,10,3,16,19,111,1610612741,44,86,0.512,15,32,0.469,16,22,0.727,13,31,44,25,7,9,14,17,119
2022-2023,Regular Season,1610612756,22201013,2023-03-11,240,44,89,0.494,13,44,0.295,18,22,0.818,7,33,40,30,11,3,14,26,119,1610612758,41,85,0.482,15,35,0.429,31,37,0.838,8,31,39,19,10,2,15,19,128
2022-2023,Regular Season,1610612744,22201012,2023-03-11,265,46,112,0.411,23,55,0.418,10,11,0.909,18,47,65,33,12,4,15,15,125,1610612749,43,100,0.43,21,51,0.412,9,11,0.818,7,41,48,28,9,7,17,14,116
2022-2023,Regular Season,1610612740,22201017,2023-03-12,240,43,86,0.5,19,40,0.475,22,29,0.759,8,35,43,35,11,7,15,19,127,1610612757,43,88,0.489,10,33,0.303,14,20,0.7,10,36,46,26,10,2,19,21,110
2022-2023,Regular Season,1610612755,22201016,2023-03-12,240,41,80,0.513,11,29,0.379,19,23,0.826,9,33,42,29,6,10,9,19,112,1610612764,34,84,0.405,6,26,0.231,19,23,0.826,6,29,35,19,4,5,10,20,93
2022-2023,Regular Season,1610612743,22201014,2023-03-12,240,45,90,0.5,12,31,0.387,18,24,0.75,15,34,49,27,4,8,15,19,120,1610612751,42,84,0.5,17,44,0.386,21,24,0.875,4,24,28,32,11,2,10,21,122
2022-2023,Regular Season,1610612766,22201015,2023-03-12,240,41,80,0.513,10,21,0.476,16,22,0.727,7,36,43,25,8,5,19,26,108,1610612739,41,87,0.471,7,27,0.259,25,34,0.735,11,29,40,18,8,3,10,22,114
2022-2023,Regular Season,1610612759,22201018,2023-03-12,240,33,88,0.375,10,36,0.278,14,19,0.737,10,40,50,24,3,7,19,18,90,1610612760,36,95,0.379,10,39,0.256,20,23,0.87,12,43,55,26,8,3,9,19,102
2022-2023,Regular Season,1610612747,22201019,2023-03-12,240,43,89,0.483,12,36,0.333,10,17,0.588,10,27,37,24,6,2,11,17,108,1610612752,42,88,0.477,11,37,0.297,17,21,0.81,12,34,46,18,8,3,11,18,112
2022-2023,Regular Season,1610612765,22201020,2023-03-13,240,48,100,0.48,14,36,0.389,7,10,0.7,19,33,52,28,10,5,15,21,117,1610612754,36,86,0.419,10,34,0.294,15,24,0.625,13,29,42,23,7,5,16,15,97
2022-2023,Regular Season,1610612758,22201026,2023-03-13,240,46,104,0.442,21,50,0.42,11,15,0.733,15,30,45,31,4,2,9,21,124,1610612749,50,86,0.581,15,33,0.455,18,22,0.818,5,38,43,29,2,4,13,18,133
2022-2023,Regular Season,1610612744,22201025,2023-03-13,240,45,83,0.542,19,39,0.487,14,24,0.583,9,32,41,28,8,6,16,21,123,1610612756,46,95,0.484,4,21,0.19,16,22,0.727,17,30,47,25,8,4,14,23,112
2022-2023,Regular Season,1610612742,22201023,2023-03-13,240,35,90,0.389,12,46,0.261,6,8,0.75,8,33,41,23,3,3,13,16,88,1610612763,38,83,0.458,12,37,0.324,16,19,0.842,7,40,47,23,9,3,16,17,104
2022-2023,Regular Season,1610612745,22201024,2023-03-13,240,40,90,0.444,11,35,0.314,20,27,0.741,15,33,48,27,9,2,11,21,111,1610612738,39,87,0.448,12,42,0.286,19,21,0.905,10,28,38,19,7,5,14,22,109
2022-2023,Regular Season,1610612748,22201022,2023-03-13,240,37,79,0.468,14,34,0.412,31,36,0.861,9,28,37,20,12,4,13,13,119,1610612762,43,90,0.478,16,38,0.421,13,18,0.722,16,32,48,31,7,4,18,25,115
2022-2023,Regular Season,1610612737,22201021,2023-03-13,240,44,97,0.454,4,22,0.182,23,28,0.821,18,33,51,17,6,4,16,19,115,1610612750,54,92,0.587,12,28,0.429,16,23,0.696,5,32,37,39,12,10,13,22,136
2022-2023,Regular Season,1610612764,22201028,2023-03-14,240,44,85,0.518,7,32,0.219,22,22,1.0,10,38,48,24,9,9,15,12,117,1610612765,38,99,0.384,10,34,0.294,11,12,0.917,19,25,44,18,8,3,11,19,97
2022-2023,Regular Season,1610612756,22201033,2023-03-14,240,41,95,0.432,8,23,0.348,14,16,0.875,8,33,41,23,7,3,11,26,104,1610612749,40,85,0.471,12,39,0.308,24,37,0.649,13,33,46,24,8,6,13,15,116
2022-2023,Regular Season,1610612757,22201034,2023-03-14,240,38,99,0.384,17,45,0.378,14,18,0.778,11,27,38,22,8,3,12,19,107,1610612752,42,81,0.519,15,35,0.429,24,34,0.706,9,43,52,23,8,8,13,13,123
2022-2023,Regular Season,1610612740,22201030,2023-03-14,240,42,98,0.429,11,43,0.256,13,20,0.65,15,26,41,23,9,3,12,24,108,1610612747,40,82,0.488,18,39,0.462,25,28,0.893,15,37,52,24,8,2,18,16,123
2022-2023,Regular Season,1610612766,22201027,2023-03-14,240,43,76,0.566,6,23,0.261,12,15,0.8,6,34,40,28,3,8,22,18,104,1610612739,45,88,0.511,14,30,0.467,16,19,0.842,8,22,30,29,8,6,9,19,120
2022-2023,Regular Season,1610612761,22201029,2023-03-14,240,49,93,0.527,12,30,0.4,15,17,0.882,14,30,44,25,10,2,11,18,125,1610612743,42,76,0.553,6,25,0.24,20,25,0.8,4,28,32,29,9,4,14,17,110
2022-2023,Regular Season,1610612759,22201032,2023-03-14,240,48,85,0.565,22,41,0.537,14,18,0.778,7,40,47,39,6,7,15,17,132,1610612753,44,97,0.454,10,29,0.345,16,21,0.762,13,29,42,24,7,2,9,16,114
2022-2023,Regular Season,1610612760,22201031,2023-03-14,240,45,99,0.455,11,33,0.333,20,23,0.87,14,37,51,22,9,0,11,25,121,1610612751,35,82,0.427,12,41,0.293,25,34,0.735,11,35,46,25,3,5,17,20,107
2022-2023,Regular Season,1610612748,22201036,2023-03-15,240,49,82,0.598,13,29,0.448,27,33,0.818,8,33,41,33,8,5,13,16,138,1610612763,46,91,0.505,18,46,0.391,9,14,0.643,12,27,39,29,6,1,16,20,119
2022-2023,Regular Season,1610612746,22201041,2023-03-15,240,46,96,0.479,16,34,0.471,26,32,0.813,16,28,44,30,11,1,8,18,134,1610612744,49,88,0.557,17,36,0.472,11,15,0.733,7,29,36,28,5,1,16,25,126
2022-2023,Regular Season,1610612741,22201037,2023-03-15,240,38,97,0.392,16,42,0.381,22,25,0.88,13,35,48,28,13,4,15,24,114,1610612758,38,78,0.487,18,42,0.429,23,29,0.793,5,40,45,26,6,3,20,19,117
2022-2023,Regular Season,1610612739,22201035,2023-03-15,240,40,85,0.471,14,41,0.341,15,22,0.682,12,21,33,20,6,2,12,18,109,1610612755,39,75,0.52,17,36,0.472,23,27,0.852,13,33,46,24,8,6,20,21,118
2022-2023,Regular Season,1610612750,22201039,2023-03-15,240,37,84,0.44,12,36,0.333,16,22,0.727,8,38,46,27,3,2,13,23,102,1610612738,34,84,0.405,12,40,0.3,24,30,0.8,8,36,44,20,7,5,11,22,104
2022-2023,Regular Season,1610612745,22201038,2023-03-15,240,47,89,0.528,8,29,0.276,12,19,0.632,16,35,51,22,5,3,18,29,114,1610612747,34,90,0.378,11,44,0.25,31,37,0.838,11,25,36,21,7,3,10,17,110
2022-2023,Regular Season,1610612759,22201040,2023-03-15,265,49,107,0.458,15,34,0.441,15,26,0.577,16,31,47,26,7,4,10,30,128,1610612742,44,86,0.512,17,33,0.515,32,37,0.865,10,42,52,23,4,4,19,25,137
2022-2023,Regular Season,1610612749,22201045,2023-03-16,240,47,89,0.528,11,32,0.344,18,26,0.692,9,35,44,26,5,4,12,16,123,1610612754,54,97,0.557,22,46,0.478,9,15,0.6,8,34,42,36,5,3,10,20,139
2022-2023,Regular Season,1610612756,22201046,2023-03-16,240,43,90,0.478,13,35,0.371,17,17,1.0,7,28,35,26,7,5,14,22,116,1610612753,43,86,0.5,8,28,0.286,19,23,0.826,11,36,47,25,7,3,19,20,113
2022-2023,Regular Season,1610612765,22201042,2023-03-16,240,39,85,0.459,12,27,0.444,10,18,0.556,13,24,37,24,8,3,17,20,100,1610612743,47,89,0.528,8,24,0.333,17,25,0.68,13,34,47,29,9,7,10,15,119
2022-2023,Regular Season,1610612751,22201043,2023-03-16,240,33,80,0.413,14,39,0.359,16,23,0.696,3,38,41,20,8,4,7,22,96,1610612758,32,82,0.39,13,41,0.317,24,32,0.75,13,44,57,22,2,5,12,17,101
2022-2023,Regular Season,1610612761,22201044,2023-03-16,240,47,97,0.485,14,32,0.438,20,28,0.714,19,40,59,29,10,6,10,20,128,1610612760,40,94,0.426,13,31,0.419,18,20,0.9,11,28,39,18,5,4,13,17,111
2022-2023,Regular Season,1610612747,22201054,2023-03-17,240,43,84,0.512,5,20,0.25,19,31,0.613,13,29,42,23,8,3,12,18,110,1610612742,40,79,0.506,16,34,0.471,15,19,0.789,7,28,35,27,8,4,15,26,111
2022-2023,Regular Season,1610612757,22201053,2023-03-17,240,38,79,0.481,14,38,0.368,22,31,0.71,8,29,37,20,12,4,19,26,112,1610612738,41,87,0.471,15,42,0.357,29,35,0.829,18,34,52,29,12,2,18,19,126
2022-2023,Regular Season,1610612741,22201050,2023-03-17,290,51,94,0.543,11,24,0.458,26,30,0.867,6,41,47,23,9,6,12,21,139,1610612750,46,100,0.46,18,42,0.429,21,31,0.677,14,36,50,33,6,8,16,24,131
2022-2023,Regular Season,1610612759,22201052,2023-03-17,265,39,98,0.398,20,52,0.385,22,29,0.759,16,38,54,31,11,4,20,19,120,1610612763,49,101,0.485,14,38,0.368,14,21,0.667,15,37,52,27,13,9,17,24,126
2022-2023,Regular Season,1610612745,22201051,2023-03-17,240,43,88,0.489,11,32,0.344,17,24,0.708,15,37,52,20,9,3,13,19,114,1610612740,39,82,0.476,12,28,0.429,22,25,0.88,8,27,35,22,8,5,9,17,112
2022-2023,Regular Season,1610612766,22201047,2023-03-17,240,29,86,0.337,5,35,0.143,19,26,0.731,7,28,35,20,10,6,14,16,82,1610612755,46,92,0.5,10,32,0.313,19,25,0.76,14,48,62,24,9,9,15,19,121
2022-2023,Regular Season,1610612739,22201049,2023-03-17,240,48,87,0.552,4,19,0.211,17,22,0.773,9,32,41,31,9,7,11,19,117,1610612764,35,76,0.461,8,23,0.348,16,20,0.8,6,32,38,22,5,6,17,19,94
2022-2023,Regular Season,1610612737,22201048,2023-03-17,240,47,100,0.47,16,41,0.39,17,25,0.68,13,32,45,27,7,8,11,15,127,1610612744,47,98,0.48,11,40,0.275,14,20,0.7,16,38,54,28,6,9,17,20,119
2022-2023,Regular Season,1610612752,22201055,2023-03-18,240,41,83,0.494,9,32,0.281,25,28,0.893,15,28,43,23,9,4,12,16,116,1610612743,43,84,0.512,12,33,0.364,12,15,0.8,6,27,33,30,3,2,13,21,110
2022-2023,Regular Season,1610612746,22201056,2023-03-18,240,42,90,0.467,6,22,0.273,18,24,0.75,13,30,43,23,9,3,15,24,108,1610612753,42,84,0.5,10,31,0.323,19,25,0.76,9,36,45,23,14,5,18,22,113
2022-2023,Regular Season,1610612741,22201060,2023-03-18,240,45,80,0.563,17,34,0.5,6,6,1.0,5,27,32,34,8,5,14,18,113,1610612748,35,82,0.427,10,37,0.27,19,24,0.792,14,25,39,23,4,2,14,10,99
2022-2023,Regular Season,1610612754,22201057,2023-03-18,240,45,87,0.517,12,31,0.387,19,20,0.95,12,29,41,28,5,5,17,17,121,1610612755,54,88,0.614,15,35,0.429,18,22,0.818,6,24,30,31,11,6,8,17,141
2022-2023,Regular Season,1610612761,22201058,2023-03-18,240,48,90,0.533,9,27,0.333,17,21,0.81,9,36,45,23,11,3,15,25,122,1610612750,39,85,0.459,5,23,0.217,24,28,0.857,9,33,42,27,5,2,15,23,107
2022-2023,Regular Season,1610612764,22201059,2023-03-18,240,41,91,0.451,13,36,0.361,23,27,0.852,12,34,46,27,6,5,10,18,118,1610612758,48,86,0.558,22,37,0.595,14,23,0.609,7,37,44,34,7,7,8,22,132
2022-2023,Regular Season,1610612763,22201061,2023-03-18,240,52,95,0.547,18,38,0.474,11,17,0.647,11,28,39,35,5,5,7,24,133,1610612744,39,91,0.429,13,35,0.371,28,34,0.824,15,27,42,27,3,8,13,21,119
2022-2023,Regular Season,1610612762,22201062,2023-03-18,240,42,97,0.433,17,41,0.415,17,22,0.773,17,39,56,29,3,5,7,14,118,1610612738,42,88,0.477,22,51,0.431,11,16,0.688,5,35,40,30,2,2,8,17,117
2022-2023,Regular Season,1610612751,22201063,2023-03-19,240,38,82,0.463,12,35,0.343,14,16,0.875,9,24,33,26,10,3,12,16,102,1610612743,42,80,0.525,12,23,0.522,12,13,0.923,6,34,40,31,5,3,17,17,108
2022-2023,Regular Season,1610612760,22201064,2023-03-19,240,42,84,0.5,11,28,0.393,29,36,0.806,6,38,44,20,8,3,16,20,124,1610612756,44,92,0.478,15,36,0.417,17,24,0.708,9,31,40,31,7,9,14,31,120
2022-2023,Regular Season,1610612759,22201065,2023-03-19,240,51,94,0.543,14,28,0.5,10,16,0.625,10,31,41,26,9,5,12,18,126,1610612737,48,101,0.475,5,22,0.227,17,20,0.85,20,31,51,21,4,4,12,13,118
2022-2023,Regular Season,1610612749,22201068,2023-03-19,240,43,82,0.524,16,45,0.356,16,21,0.762,7,38,45,35,3,8,12,13,118,1610612761,44,99,0.444,14,34,0.412,9,12,0.75,9,32,41,25,6,4,7,15,111
2022-2023,Regular Season,1610612757,22201069,2023-03-19,240,37,82,0.451,6,29,0.207,22,24,0.917,11,29,40,24,7,9,15,14,102,1610612746,43,94,0.457,12,28,0.429,19,23,0.826,18,31,49,26,11,3,10,18,117
2022-2023,Regular Season,1610612765,22201066,2023-03-19,240,38,82,0.463,10,32,0.313,14,17,0.824,9,30,39,26,4,2,13,20,100,1610612748,38,79,0.481,13,39,0.333,23,25,0.92,8,34,42,33,4,4,10,17,112
2022-2023,Regular Season,1610612745,22201067,2023-03-19,240,31,76,0.408,9,33,0.273,36,38,0.947,8,28,36,15,4,2,13,22,107,1610612740,42,85,0.494,13,31,0.419,20,24,0.833,10,29,39,28,7,4,10,23,117
2022-2023,Regular Season,1610612747,22201070,2023-03-19,240,36,78,0.462,13,32,0.406,26,32,0.813,9,43,52,25,2,9,15,19,111,1610612753,41,102,0.402,10,38,0.263,13,17,0.765,13,31,44,24,8,3,8,28,105
2022-2023,Regular Season,1610612745,22201074,2023-03-2,240,39,93,0.419,10,36,0.278,20,24,0.833,13,28,41,14,14,2,18,14,108,1610612744,44,88,0.5,17,48,0.354,16,19,0.842,16,32,48,31,12,6,20,14,121
2022-2023,Regular Season,1610612766,22201071,2023-03-2,240,41,90,0.456,10,31,0.323,23,32,0.719,10,27,37,26,12,6,11,22,115,1610612754,37,82,0.451,9,26,0.346,26,34,0.765,13,35,48,27,5,6,22,26,109
2022-2023,Regular Season,1610612755,22201072,2023-03-2,290,38,90,0.422,10,36,0.278,19,22,0.864,9,45,54,28,8,8,21,25,105,1610612741,39,94,0.415,7,33,0.212,24,29,0.828,4,38,42,20,12,7,11,18,109
2022-2023,Regular Season,1610612762,22201076,2023-03-2,240,46,88,0.523,16,36,0.444,20,23,0.87,6,42,48,33,3,8,12,23,128,1610612758,41,97,0.423,19,52,0.365,19,25,0.76,8,35,43,28,5,3,6,20,120
2022-2023,Regular Season,1610612752,22201073,2023-03-2,240,48,85,0.565,14,28,0.5,24,28,0.857,7,27,34,26,7,3,17,22,134,1610612750,51,83,0.614,14,24,0.583,24,32,0.75,7,27,34,34,9,4,15,24,140
2022-2023,Regular Season,1610612763,22201075,2023-03-2,240,41,89,0.461,10,35,0.286,20,26,0.769,17,33,50,21,5,3,11,18,112,1610612742,39,84,0.464,11,36,0.306,19,20,0.95,8,29,37,22,5,4,12,19,108
2022-2023,Regular Season,1610612740,22201080,2023-03-21,240,45,81,0.556,10,24,0.417,19,23,0.826,5,44,49,31,8,2,16,19,119,1610612759,30,87,0.345,13,41,0.317,11,19,0.579,10,27,37,22,8,3,16,19,84
2022-2023,Regular Season,1610612753,22201077,2023-03-21,240,43,80,0.538,12,27,0.444,24,25,0.96,7,35,42,27,7,5,16,21,122,1610612764,42,83,0.506,10,32,0.313,18,23,0.783,4,29,33,30,7,4,14,23,112
2022-2023,Regular Season,1610612751,22201079,2023-03-21,240,41,92,0.446,9,33,0.273,18,23,0.783,19,30,49,25,6,5,17,19,109,1610612739,42,83,0.506,14,29,0.483,17,21,0.81,8,26,34,23,6,3,14,20,115
2022-2023,Regular Season,1610612737,22201078,2023-03-21,240,44,95,0.463,14,38,0.368,27,36,0.75,21,40,61,26,5,6,11,20,129,1610612765,37,91,0.407,13,40,0.325,20,24,0.833,9,26,35,20,8,2,10,26,107
2022-2023,Regular Season,1610612758,22201081,2023-03-21,240,39,81,0.481,17,44,0.386,14,21,0.667,10,32,42,25,3,4,14,19,109,1610612738,49,92,0.533,18,44,0.409,16,23,0.696,11,32,43,33,9,3,6,15,132
2022-2023,Regular Season,1610612746,22201082,2023-03-21,240,41,86,0.477,6,31,0.194,12,21,0.571,12,34,46,21,9,2,14,21,100,1610612760,39,93,0.419,10,37,0.27,13,14,0.929,12,35,47,19,2,4,12,21,101
2022-2023,Regular Season,1610612761,22201085,2023-03-22,240,39,89,0.438,7,34,0.206,29,39,0.744,13,27,40,21,11,7,10,22,114,1610612754,43,77,0.558,11,21,0.524,21,25,0.84,8,31,39,27,4,5,18,29,118
2022-2023,Regular Season,1610612748,22201084,2023-03-22,240,45,79,0.57,16,28,0.571,21,26,0.808,2,27,29,28,9,1,10,18,127,1610612752,42,82,0.512,16,40,0.4,20,25,0.8,9,33,42,29,7,5,17,25,120
2022-2023,Regular Season,1610612763,22201088,2023-03-22,240,45,87,0.517,12,36,0.333,28,33,0.848,12,24,36,27,8,4,11,21,130,1610612745,48,93,0.516,12,33,0.364,17,23,0.739,20,28,48,27,6,3,16,25,125
2022-2023,Regular Season,1610612742,22201086,2023-03-22,240,44,89,0.494,17,40,0.425,20,28,0.714,8,23,31,27,7,2,10,17,125,1610612744,50,90,0.556,12,39,0.308,15,18,0.833,11,33,44,33,7,5,13,20,127
2022-2023,Regular Season,1610612750,22201090,2023-03-22,240,45,92,0.489,11,26,0.423,24,29,0.828,11,31,42,27,7,3,11,20,125,1610612737,45,85,0.529,12,26,0.462,22,25,0.88,9,32,41,28,6,6,17,25,124
2022-2023,Regular Season,1610612749,22201089,2023-03-22,240,51,98,0.52,15,43,0.349,13,24,0.542,10,44,54,24,10,4,15,14,130,1610612759,36,93,0.387,9,39,0.231,13,20,0.65,8,38,46,26,7,6,19,21,94
2022-2023,Regular Season,1610612741,22201087,2023-03-22,240,34,83,0.41,6,25,0.24,17,22,0.773,15,27,42,18,7,4,19,16,91,1610612755,39,82,0.476,16,37,0.432,22,26,0.846,11,33,44,30,9,4,18,22,116
2022-2023,Regular Season,1610612762,22201091,2023-03-22,240,39,82,0.476,11,35,0.314,26,36,0.722,7,40,47,24,4,5,17,21,115,1610612757,45,93,0.484,13,41,0.317,24,30,0.8,7,36,43,28,9,5,9,24,127
2022-2023,Regular Season,1610612747,22201092,2023-03-22,240,39,70,0.557,8,17,0.471,36,46,0.783,5,31,36,27,7,2,15,20,122,1610612756,42,90,0.467,12,31,0.387,15,20,0.75,12,27,39,23,7,6,17,31,111
2022-2023,Regular Season,1610612764,22201083,2023-03-22,240,44,87,0.506,4,26,0.154,12,16,0.75,10,27,37,20,4,4,7,15,104,1610612743,42,83,0.506,15,32,0.469,19,21,0.905,11,30,41,28,7,2,10,18,118
2022-2023,Regular Season,1610612751,22201094,2023-03-23,240,39,81,0.481,12,34,0.353,24,27,0.889,9,33,42,24,7,7,16,21,114,1610612739,42,89,0.472,12,32,0.375,20,26,0.769,13,27,40,24,7,7,10,21,116
2022-2023,Regular Season,1610612746,22201096,2023-03-23,240,47,84,0.56,18,37,0.486,15,20,0.75,8,34,42,34,9,5,15,9,127,1610612760,41,93,0.441,13,39,0.333,10,11,0.909,13,27,40,24,6,3,14,20,105
2022-2023,Regular Season,1610612740,22201095,2023-03-23,240,45,98,0.459,11,34,0.324,14,15,0.933,11,41,52,26,11,0,11,14,115,1610612766,38,83,0.458,9,37,0.243,11,16,0.688,4,34,38,24,8,4,17,17,96
2022-2023,Regular Season,1610612753,22201093,2023-03-23,240,40,87,0.46,13,32,0.406,18,21,0.857,8,35,43,25,8,7,16,19,111,1610612752,37,88,0.42,12,40,0.3,20,26,0.769,13,31,44,26,8,8,13,15,106
2022-2023,Regular Season,1610612744,22201103,2023-03-24,240,42,88,0.477,18,50,0.36,18,24,0.75,10,39,49,27,3,0,11,21,120,1610612755,38,78,0.487,8,29,0.276,28,34,0.824,4,34,38,23,8,1,10,20,112
2022-2023,Regular Season,1610612747,22201106,2023-03-24,240,42,91,0.462,12,34,0.353,20,28,0.714,16,37,53,20,9,4,11,14,116,1610612760,40,92,0.435,14,36,0.389,17,19,0.895,12,33,45,21,6,5,10,19,111
2022-2023,Regular Season,1610612758,22201105,2023-03-24,240,47,89,0.528,13,39,0.333,28,32,0.875,5,28,33,29,6,3,4,23,135,1610612756,48,89,0.539,9,29,0.31,22,29,0.759,12,31,43,33,2,7,12,25,127
2022-2023,Regular Season,1610612757,22201104,2023-03-24,240,37,86,0.43,6,31,0.194,16,18,0.889,8,23,31,23,10,5,14,14,96,1610612741,48,84,0.571,17,28,0.607,11,14,0.786,11,36,47,33,6,8,17,19,124
2022-2023,Regular Season,1610612764,22201098,2023-03-24,240,51,85,0.6,15,30,0.5,19,26,0.731,6,37,43,29,3,8,10,16,136,1610612759,51,101,0.505,13,38,0.342,9,15,0.6,11,30,41,35,4,4,5,21,124
2022-2023,Regular Season,1610612762,22201102,2023-03-24,240,40,104,0.385,11,40,0.275,25,34,0.735,20,31,51,28,6,5,11,15,116,1610612749,55,99,0.556,22,50,0.44,12,16,0.75,9,41,50,42,6,11,13,20,144
2022-2023,Regular Season,1610612742,22201101,2023-03-24,240,41,84,0.488,9,36,0.25,18,24,0.75,7,38,45,25,3,4,11,19,109,1610612766,43,89,0.483,11,28,0.393,20,27,0.741,6,37,43,32,7,4,8,17,117
2022-2023,Regular Season,1610612763,22201100,2023-03-24,240,57,93,0.613,25,42,0.595,12,14,0.857,5,30,35,36,12,7,11,19,151,1610612745,47,87,0.54,7,23,0.304,13,21,0.619,10,28,38,25,7,3,16,14,114
2022-2023,Regular Season,1610612761,22201099,2023-03-24,240,41,92,0.446,13,37,0.351,23,29,0.793,15,31,46,25,12,9,11,24,118,1610612765,34,73,0.466,6,25,0.24,23,30,0.767,8,31,39,23,8,4,22,18,97
2022-2023,Regular Season,1610612738,22201097,2023-03-24,240,44,93,0.473,18,42,0.429,14,19,0.737,9,40,49,28,11,6,15,15,120,1610612754,39,84,0.464,4,26,0.154,13,22,0.591,6,38,44,24,9,4,17,16,95
2022-2023,Regular Season,1610612743,22201109,2023-03-25,240,47,89,0.528,15,36,0.417,20,28,0.714,7,41,48,28,4,3,12,18,129,1610612749,39,88,0.443,9,36,0.25,19,21,0.905,4,36,40,26,7,2,10,19,106
2022-2023,Regular Season,1610612748,22201108,2023-03-25,240,38,80,0.475,12,30,0.4,12,14,0.857,8,24,32,22,5,4,14,19,100,1610612751,44,89,0.494,18,40,0.45,23,25,0.92,17,28,45,30,6,6,8,18,129
2022-2023,Regular Season,1610612737,22201107,2023-03-25,240,53,96,0.552,15,30,0.5,22,25,0.88,15,27,42,33,10,8,13,14,143,1610612754,52,96,0.542,14,37,0.378,12,12,1.0,10,22,32,33,7,7,17,18,130
2022-2023,Regular Season,1610612758,22201111,2023-03-25,240,44,95,0.463,16,43,0.372,17,21,0.81,14,28,42,30,11,1,9,13,121,1610612762,47,91,0.516,9,28,0.321,10,16,0.625,11,34,45,30,3,7,17,14,113
2022-2023,Regular Season,1610612756,22201110,2023-03-25,240,47,93,0.505,15,32,0.469,16,19,0.842,13,32,45,35,4,9,8,22,125,1610612755,34,78,0.436,13,31,0.419,24,27,0.889,8,28,36,21,3,7,13,16,105
2022-2023,Regular Season,1610612746,22201112,2023-03-25,240,39,75,0.52,15,33,0.455,17,21,0.81,2,29,31,29,9,6,20,14,110,1610612740,51,96,0.531,21,34,0.618,8,9,0.889,12,33,45,36,11,3,16,21,131
2022-2023,Regular Season,1610612737,22201115,2023-03-26,240,45,98,0.459,7,31,0.226,22,26,0.846,14,34,48,27,4,5,10,15,119,1610612763,48,89,0.539,13,33,0.394,14,19,0.737,6,33,39,28,8,7,11,22,123
2022-2023,Regular Season,1610612753,22201118,2023-03-26,240,45,85,0.529,7,22,0.318,22,28,0.786,9,38,47,30,7,3,11,21,119,1610612751,37,91,0.407,8,35,0.229,24,28,0.857,15,29,44,17,7,8,15,20,106
2022-2023,Regular Season,1610612739,22201117,2023-03-26,240,39,83,0.47,9,30,0.3,21,24,0.875,13,28,41,20,5,7,11,16,108,1610612745,35,80,0.438,6,25,0.24,15,18,0.833,12,24,36,20,6,1,19,22,91
2022-2023,Regular Season,1610612761,22201119,2023-03-26,240,45,98,0.459,11,31,0.355,13,16,0.813,18,35,53,22,13,6,13,19,114,1610612764,38,86,0.442,16,36,0.444,12,20,0.6,12,33,45,25,6,2,18,12,104
2022-2023,Regular Season,1610612747,22201114,2023-03-26,240,38,75,0.507,13,36,0.361,19,28,0.679,8,30,38,24,5,4,18,18,108,1610612741,47,87,0.54,14,31,0.452,10,13,0.769,8,34,42,32,8,2,9,23,118
2022-2023,Regular Season,1610612766,22201113,2023-03-26,240,39,88,0.443,12,29,0.414,20,24,0.833,14,44,58,27,6,2,14,18,110,1610612742,32,84,0.381,19,49,0.388,21,22,0.955,3,34,37,18,8,7,8,24,104
2022-2023,Regular Season,1610612757,22201120,2023-03-26,240,39,82,0.476,14,32,0.438,20,27,0.741,8,29,37,18,5,7,18,22,112,1610612760,41,94,0.436,12,35,0.343,24,28,0.857,13,29,42,23,13,2,11,19,118
2022-2023,Regular Season,1610612744,22201121,2023-03-26,240,34,82,0.415,15,40,0.375,13,17,0.765,6,31,37,25,9,2,16,19,96,1610612750,34,80,0.425,17,40,0.425,14,25,0.56,9,40,49,25,10,2,17,20,99
2022-2023,Regular Season,1610612738,22201116,2023-03-26,240,52,91,0.571,18,44,0.409,15,21,0.714,9,52,61,29,4,11,15,18,137,1610612759,36,97,0.371,8,36,0.222,13,18,0.722,3,35,38,22,7,0,10,16,93
